Subject,Filename,Page,Rule ID,Type,Issue,Message,Suggestions,Highlighted Context,Pass Code
Music,wjec-gcse-music-specification.md,15,MORFOLOGIK_RULE_EN_GB,misspelling,roman,Possible spelling mistake found.,"Roman, Román, woman (+203 more)","...showing piano, guitar and vocal lines - **roman** numerals for chords I, ii, iii, IV, V a...",LT
Music,wjec-gcse-music-specification.md,26,MINUETS,misspelling,Minuet,Did you mean “Minuet”?,Minuet,...--------------------------------------  **Minuet** and Trio  Repetition  Contrast  Theme a...,LT
Music,wjec-gcse-music-specification.md,27,MORFOLOGIK_RULE_EN_GB,misspelling,eg,Possible spelling mistake found.,"e.g., EG, ex (+117 more)","...ure  Changing metre  Regular  Irregular **eg** 5, 7  4 8  Accent  Simple 2 3 4  4 4 4 ...",LT
Physical-Education-and-Health,physical-education-and-health-options-evening-flyer.md,1,MORFOLOGIK_RULE_EN_GB,misspelling,quickresponses,Possible spelling mistake found.,quick responses,"...Questions requiring objective response, **quickresponses**, short and extended answers.  ## UNIT 2...",LT
Physical-Education-and-Health,physical-education-and-health-options-evening-flyer.md,1,MORFOLOGIK_RULE_EN_GB,misspelling,selfconfidence,Possible spelling mistake found.,"self-confidence, self confidence","...work, leadership, focus, refinement and **selfconfidence**.  The career possibilities that come fr...",LT
Physical-Education-and-Health,wjec-gcse-physical-education-and-health-specification.md,6,APOS_SPACE_CONTRACTION,typographical,Wales' s,There probably shouldn’t be a space after the apostrophe.,Wales's,...hese aims are set out in Qualifications **Wales' s** Approval Criteria.  ## 1.2 Curriculum f...,LT
Physical-Education-and-Health,wjec-gcse-physical-education-and-health-specification.md,7,EN_COMPOUNDS_SELF_WORTH,misspelling,self -worth,This word is normally spelled with a hyphen.,self-worth,"...e behaviours support learners' sense of **self -worth**, their overall mood and energy levels -...",LT
Physical-Education-and-Health,wjec-gcse-physical-education-and-health-specification.md,9,SPACE_BETWEEN_NUMBER_AND_WORD,typographical,2year,It appears that a space is missing between the number and word (or unit).,2 year,...cation has been primarily designed as a **2year** programme for learners in years 10 and ...,LT
Physical-Education-and-Health,wjec-gcse-physical-education-and-health-specification.md,12,EN_COMPOUNDS_SOCIO_ECONOMIC,misspelling,socio economic,This word is normally spelled with a hyphen.,socio-economic,"...ility • body image • family • friends • **socio economic** status • gender • experiences, includin...",LT
Physical-Education-and-Health,wjec-gcse-physical-education-and-health-specification.md,14,EN_COMPOUNDS_SELF_ESTEEM,misspelling,self- esteem,This word is normally spelled with a hyphen.,self-esteem,"...g mood, concentration, self-confidence, **self- esteem** and decision making • dietary requireme...",LT
Physical-Education-and-Health,wjec-gcse-physical-education-and-health-specification.md,16,MORFOLOGIK_RULE_EN_GB,misspelling,ll,Possible spelling mistake found.,"LL, all, ill (+95 more)",...w twitch muscle fibres (type l and type **ll**) and understand their function in a var...,LT
Physical-Education-and-Health,wjec-gcse-physical-education-and-health-specification.md,17,APOS_SPACE_CONTRACTION,typographical,individual 's,There probably shouldn’t be a space before the apostrophe.,individual's,"...nderstand the impact of feedback on the **individual 's** health, wellbeing, participation and pe...",LT
Physical-Education-and-Health,wjec-gcse-physical-education-and-health-specification.md,22,MORFOLOGIK_RULE_EN_GB,misspelling,fartlek,Possible spelling mistake found.,"farther, Farley, Hartley (+5 more)","... example, circuit, weight, plyometrics, **fartlek** • flexibility, for example, static, pas...",LT
Physical-Education-and-Health,wjec-gcse-physical-education-and-health-specification.md,25,EN_COMPOUNDS_AUDIO_VISUAL,misspelling,audio-visual,This word is normally spelled as one.,audiovisual,"...n moderation day, must have appropriate **audio-visual** evidence. This evidence is subject to t...",LT
Physical-Education-and-Health,wjec-gcse-physical-education-and-health-specification.md,25,EN_COMPOUNDS_AUDIO_VISUAL,misspelling,audio-visual,This word is normally spelled as one.,audiovisual,...a WJEC visiting moderator.  Appropriate **audio-visual** evidence must be available for the perf...,LT
Physical-Education-and-Health,wjec-gcse-physical-education-and-health-specification.md,30,MORFOLOGIK_RULE_EN_GB,misspelling,Polybat,Possible spelling mistake found.,,... Cricket         | Blind Football     | **Polybat**                 | |--------------------...,LT
Religious-Studies,gcse-religious-studies---delivery-guide.md,13,MORFOLOGIK_RULE_EN_GB,misspelling,vipassana,Possible spelling mistake found.,passant,...  | Describe how Buddhists may practise **vipassana** meditation.                            ...,LT
Religious-Studies,gcse-religious-studies---delivery-guide.md,13,MORFOLOGIK_RULE_EN_GB,misspelling,vipassana,Possible spelling mistake found.,passant,...  | Describe how Buddhists may practise **vipassana** meditation. | Describe how Buddhists ma...,LT
Religious-Studies,gcse-religious-studies---delivery-guide.md,13,MORFOLOGIK_RULE_EN_GB,misspelling,vipassana,Possible spelling mistake found.,passant,.... | Describe how Buddhists may practise **vipassana** meditation. | Describe how Buddhists ma...,LT
Religious-Studies,gcse-religious-studies---delivery-guide.md,13,MORFOLOGIK_RULE_EN_GB,misspelling,vipassana,Possible spelling mistake found.,passant,.... | Describe how Buddhists may practise **vipassana** meditation. | Describe how Buddhists ma...,LT
Religious-Studies,gcse-religious-studies---delivery-guide.md,13,MORFOLOGIK_RULE_EN_GB,misspelling,vipassana,Possible spelling mistake found.,passant,.... | Describe how Buddhists may practise **vipassana** meditation. | |            | Indicative...,LT
Religious-Studies,gcse-religious-studies---delivery-guide.md,13,MORFOLOGIK_RULE_EN_GB,misspelling,vipassana,Possible spelling mistake found.,passant,"...ription of how Buddhists might practise **vipassana** meditation, up to a maximum of six mark...",LT
Religious-Studies,gcse-religious-studies---delivery-guide.md,13,MORFOLOGIK_RULE_EN_GB,misspelling,vipassana,Possible spelling mistake found.,passant,"...ription of how Buddhists might practise **vipassana** meditation, up to a maximum of six mark...",LT
Religious-Studies,gcse-religious-studies---delivery-guide.md,14,MORFOLOGIK_RULE_EN_GB,misspelling,vipassana,Possible spelling mistake found.,passant,"...ould include one of the following: • As **vipassana** is insight meditation, they may focus o...",LT
Religious-Studies,gcse-religious-studies---delivery-guide.md,14,MORFOLOGIK_RULE_EN_GB,misspelling,anicca,Possible spelling mistake found.,"Anita, Alicia, anima (+9 more)","...ughts, emotions and physical sensation (**anicca**) reflecting on the impermanent nature o...",LT
Religious-Studies,gcse-religious-studies---delivery-guide.md,14,MORFOLOGIK_RULE_EN_GB,misspelling,Vipassana,Possible spelling mistake found.,Passant,...ermanent nature of these experiences. • **Vipassana** meditation builds on samatha meditation...,LT
Religious-Studies,gcse-religious-studies---delivery-guide.md,14,MORFOLOGIK_RULE_EN_GB,misspelling,samatha,Possible spelling mistake found.,Samantha,"...ences. • Vipassana meditation builds on **samatha** meditation and takes a lot of practice,...",LT
Religious-Studies,gcse-religious-studies---delivery-guide.md,15,PERSPECTIVES_ABOUT_ON,grammar,perspectives about,"The usual preposition for “perspectives” is “on”, not “about”.",perspectives on,...beliefs and teachings and non-religious **perspectives about** abortion.  ## Indicative Content  Answe...,LT
Religious-Studies,gcse-religious-studies---delivery-guide.md,15,MORFOLOGIK_RULE_EN_GB,misspelling,Jeremaih,Possible spelling mistake found.,Jeremiah,...e and that abortion destroys this plan (**Jeremaih** 1:5). - Many Christians support adoptio...,LT
Religious-Studies,gcse-religious-studies---delivery-guide.md,15,MORFOLOGIK_RULE_EN_GB,misspelling,prolife,Possible spelling mistake found.,"pro-life, proline","...tion. Many are pro-choice, but some are **prolife**. - Many would argue that an embryo is n...",LT
Religious-Studies,gcse-religious-studies---delivery-guide.md,16,EN_COMPOUNDS_NON_RELIGIOUS,misspelling,non- religious,This expression is normally spelled as one or with a hyphen.,"non-religious, nonreligious",... of Christian beliefs and teachings and **non- religious** perspectives about abortion • response ...,LT
Religious-Studies,gcse-religious-studies---delivery-guide.md,16,PERSPECTIVES_ABOUT_ON,grammar,perspectives about,"The usual preposition for “perspectives” is “on”, not “about”.",perspectives on,...eliefs and teachings and non- religious **perspectives about** abortion • response comprehensively and...,LT
Religious-Studies,gcse-religious-studies---delivery-guide.md,16,EN_COMPOUNDS_NON_RELIGIOUS,misspelling,non- religious,This expression is normally spelled as one or with a hyphen.,"non-religious, nonreligious",... of Christian beliefs and teachings and **non- religious** perspectives about abortion • response ...,LT
Religious-Studies,gcse-religious-studies---delivery-guide.md,16,PERSPECTIVES_ABOUT_ON,grammar,perspectives about,"The usual preposition for “perspectives” is “on”, not “about”.",perspectives on,...eliefs and teachings and non- religious **perspectives about** abortion • response comprehensively exp...,LT
Religious-Studies,gcse-religious-studies---delivery-guide.md,16,EN_COMPOUNDS_NON_RELIGIOUS,misspelling,non- religious,This expression is normally spelled as one or with a hyphen.,"non-religious, nonreligious",... of Christian beliefs and teachings and **non- religious** perspectives about abortion • response ...,LT
Religious-Studies,gcse-religious-studies---delivery-guide.md,16,PERSPECTIVES_ABOUT_ON,grammar,perspectives about,"The usual preposition for “perspectives” is “on”, not “about”.",perspectives on,...eliefs and teachings and non- religious **perspectives about** abortion • response adequately explains...,LT
Religious-Studies,gcse-religious-studies---delivery-guide.md,16,EN_COMPOUNDS_NON_RELIGIOUS,misspelling,non- religious,This expression is normally spelled as one or with a hyphen.,"non-religious, nonreligious",... of Christian beliefs and teachings and **non- religious** perspectives about abortion • response ...,LT
Religious-Studies,gcse-religious-studies---delivery-guide.md,16,PERSPECTIVES_ABOUT_ON,grammar,perspectives about,"The usual preposition for “perspectives” is “on”, not “about”.",perspectives on,...eliefs and teachings and non- religious **perspectives about** abortion • response superficially expla...,LT
Religious-Studies,gcse-religious-studies---delivery-guide.md,16,EN_COMPOUNDS_NON_RELIGIOUS,misspelling,non- religious,This expression is normally spelled as one or with a hyphen.,"non-religious, nonreligious",... of Christian beliefs and teachings and **non- religious** perspectives about abortion • response ...,LT
Religious-Studies,gcse-religious-studies---delivery-guide.md,16,PERSPECTIVES_ABOUT_ON,grammar,perspectives about,"The usual preposition for “perspectives” is “on”, not “about”.",perspectives on,...eliefs and teachings and non- religious **perspectives about** abortion • response loosely explains Ch...,LT
Religious-Studies,gcse-religious-studies---delivery-guide.md,19,EN_COMPOUNDS_NON_RELIGIOUS,misspelling,non- religious,This expression is normally spelled as one or with a hyphen.,"non-religious, nonreligious",...the value of funerals for religious and **non- religious** people. 1.4.1/1.7.1 Learners could begi...,LT
Religious-Studies,gcse-religious-studies---delivery-guide.md,20,EN_SPLIT_WORDS_HYPHEN,misspelling,faith- based,This word seems to be formatted incorrectly. Consider fixing the spacing or removing the hyphen completely.,"faith-based, faith - based",... groups to research a local or national **faith- based** charity and create a presentation on it...,LT
Religious-Studies,gcse-religious-studies---delivery-guide.md,20,MORFOLOGIK_RULE_EN_GB,misspelling,Gobind,Possible spelling mistake found.,Go bind,...lay of the lives of Guru Nanak and Guru **Gobind** Singh. 1.2.2/1.5.2 Learners could colla...,LT
Religious-Studies,gcse-religious-studies---delivery-guide.md,25,MORFOLOGIK_RULE_EN_GB,misspelling,Myoho,Possible spelling mistake found.,"Moho, My oho",...to Buddhism (Tina Turner) chant the Nam **Myoho** Renge Kyo. • Learners may watch and lis...,LT
Religious-Studies,gcse-religious-studies---delivery-guide.md,26,ENGLISH_WORD_REPEAT_RULE,duplication,quiz quiz,Possible typo: you repeated a word.,quiz,"...improve learners' oral skills, such as '**quiz quiz** trade' games, think-pair-share tasks an...",LT
